N,eta_j,cadence,p_det,beta,P_sys,mean_repairs,median_MTTR,p05_MTTR,p95_MTTR
24,0.750000,1,0.700000,1.300000,0.999810,0.091480,254.979096,118.892263,622.432852
24,0.750000,1,0.700000,1.500000,0.999970,0.039540,256.628456,121.289048,615.658220
24,0.750000,1,0.700000,2.000000,0.999990,0.005300,249.750705,130.248427,618.520064
24,0.750000,1,0.700000,2.500000,1.000000,0.000810,282.015253,117.354205,614.992177
24,0.750000,1,0.800000,1.000000,0.999700,0.315170,240.069861,115.293142,494.305749
24,0.750000,1,0.800000,1.300000,0.999930,0.090770,241.423655,118.543103,498.994602
24,0.750000,1,0.800000,1.500000,0.999970,0.040270,240.786151,116.830981,492.629017
24,0.750000,1,0.800000,2.000000,0.999980,0.005540,236.526521,122.291169,480.428350
24,0.750000,1,0.800000,2.500000,1.000000,0.000660,241.531866,114.795601,519.239452
24,0.750000,1,0.900000,1.000000,0.999860,0.314550,225.881211,111.823914,412.159089
24,0.750000,1,0.900000,1.300000,0.999950,0.092240,228.335386,114.248132,408.312783
24,0.750000,1,0.900000,1.500000,0.999990,0.040710,228.509016,117.300096,416.900611
24,0.750000,1,0.900000,2.000000,0.999990,0.005550,221.220453,110.994115,385.181996
24,0.750000,1,0.900000,2.500000,1.000000,0.000820,229.323390,103.475485,397.060707
24,0.750000,1,0.950000,1.000000,0.999910,0.316030,220.354035,112.088922,345.476771
24,0.750000,1,0.950000,1.300000,1.000000,0.090530,222.818832,111.891804,351.488590
24,0.750000,1,0.950000,1.500000,1.000000,0.040120,222.411212,117.103917,352.072540
24,0.750000,1,0.950000,2.000000,1.000000,0.005710,226.725479,112.134740,360.486278
24,0.750000,1,0.950000,2.500000,1.000000,0.000820,240.308587,123.543680,344.344248
24,0.750000,1,0.990000,1.000000,0.999960,0.315220,217.346530,109.127865,324.342143
24,0.750000,1,0.990000,1.300000,0.999990,0.092700,217.537864,111.849768,327.210441
24,0.750000,1,0.990000,1.500000,1.000000,0.040080,218.485381,112.812004,325.659087
24,0.750000,1,0.990000,2.000000,1.000000,0.005280,224.479043,122.725205,330.591809
24,0.750000,1,0.990000,2.500000,1.000000,0.000900,217.186142,95.040805,330.112378
24,0.750000,1,0.995000,1.000000,0.999940,0.313950,215.937290,109.600265,323.041183
24,0.750000,1,0.995000,1.300000,0.999980,0.092660,217.134935,109.962134,323.691216
24,0.750000,1,0.995000,1.500000,1.000000,0.038920,216.203212,114.207312,323.312042
24,0.750000,1,0.995000,2.000000,1.000000,0.005710,223.456580,112.230657,324.291478
24,0.750000,1,0.995000,2.500000,1.000000,0.000880,216.325732,98.336911,312.780879
24,0.750000,2,0.500000,1.000000,0.997620,0.311950,497.769610,156.853935,1741.800690
24,0.750000,2,0.500000,1.300000,0.999340,0.089980,497.570425,160.927798,1776.186298
24,0.750000,2,0.500000,1.500000,0.999680,0.038890,490.829937,157.631077,1749.533722
24,0.750000,2,0.500000,2.000000,0.999910,0.005370,486.879735,154.771850,1605.836140
24,0.750000,2,0.500000,2.500000,0.999980,0.000740,505.661128,164.435452,1917.597919
24,0.750000,2,0.700000,1.000000,0.998490,0.311990,386.747519,142.154002,1089.242496
24,0.750000,2,0.700000,1.300000,0.999350,0.092540,388.915438,145.906097,1092.796059
24,0.750000,2,0.700000,1.500000,0.999700,0.039960,388.932491,142.303590,1088.699519
24,0.750000,2,0.700000,2.000000,0.999960,0.005300,389.201858,150.081228,1121.054525
24,0.750000,2,0.700000,2.500000,0.999990,0.000650,348.002768,117.220643,828.549363
24,0.750000,2,0.800000,1.000000,0.998600,0.314970,353.108695,137.306308,842.659948
24,0.750000,2,0.800000,1.300000,0.999570,0.090640,356.463751,140.059702,844.884258
24,0.750000,2,0.800000,1.500000,0.999840,0.040810,352.241441,140.465388,837.238112
24,0.750000,2,0.800000,2.000000,0.999970,0.005270,354.036519,135.489843,866.626364
24,0.750000,2,0.800000,2.500000,0.999990,0.000790,317.233212,141.549963,830.240531
24,0.750000,2,0.900000,1.000000,0.998900,0.314060,329.580267,133.556723,694.189351
24,0.750000,2,0.900000,1.300000,0.999700,0.089310,330.609845,133.658219,685.417494
24,0.750000,2,0.900000,1.500000,0.999850,0.040480,325.172388,136.787326,713.563563
24,0.750000,2,0.900000,2.000000,0.999960,0.005150,335.130724,125.708758,642.821228
24,0.750000,2,0.900000,2.500000,0.999990,0.000730,353.930172,142.664919,662.173530
24,0.750000,2,0.950000,1.000000,0.999040,0.318070,318.424891,132.107121,528.228371
24,0.750000,2,0.950000,1.300000,0.999790,0.090970,320.542893,133.090043,534.060450
24,0.750000,2,0.950000,1.500000,0.999840,0.040520,318.130004,135.491604,524.242992
24,0.750000,2,0.950000,2.000000,0.999970,0.005300,316.366184,141.966072,525.562433
24,0.750000,2,0.950000,2.500000,0.999990,0.000870,310.388427,145.825865,510.605766
24,0.750000,2,0.990000,1.000000,0.999290,0.315460,309.541677,129.263918,493.347008
24,0.750000,2,0.990000,1.300000,0.999670,0.090780,313.855004,130.854457,492.878330
24,0.750000,2,0.990000,1.500000,0.999890,0.039900,311.386227,132.675282,493.670630
24,0.750000,2,0.990000,2.000000,0.999970,0.005440,305.804714,125.065620,481.938941
24,0.750000,2,0.990000,2.500000,1.000000,0.000710,299.531431,145.361298,474.908570
24,0.750000,2,0.995000,1.000000,0.999280,0.317760,308.245928,129.724095,488.942583
24,0.750000,2,0.995000,1.300000,0.999750,0.091540,310.111471,131.243233,491.432051
24,0.750000,2,0.995000,1.500000,0.999900,0.039610,311.805637,130.992018,493.015216
24,0.750000,2,0.995000,2.000000,0.999960,0.005190,306.361101,136.315931,490.328930
24,0.750000,2,0.995000,2.500000,1.000000,0.000660,314.076619,148.013115,491.606127
24,0.750000,5,0.500000,1.000000,0.993310,0.311890,1042.766290,214.069149,4144.835674
24,0.750000,5,0.500000,1.300000,0.998100,0.089180,1026.699544,216.992086,4153.307268
24,0.750000,5,0.500000,1.500000,0.998900,0.039040,1045.963619,215.782234,3988.271494
24,0.750000,5,0.500000,2.000000,0.999890,0.005190,1150.169227,251.620226,3676.505123
24,0.750000,5,0.500000,2.500000,0.999980,0.000780,1019.559312,244.820989,3881.667831
24,0.750000,5,0.700000,1.000000,0.995760,0.311660,774.204394,188.040477,2503.674722
24,0.750000,5,0.700000,1.300000,0.998670,0.089950,772.785118,194.057534,2515.837300
24,0.750000,5,0.700000,1.500000,0.999370,0.039010,774.387150,196.154994,2526.778196
24,0.750000,5,0.700000,2.000000,0.999910,0.005550,754.677776,201.955802,2536.212701
24,0.750000,5,0.700000,2.500000,0.999960,0.000640,677.341600,209.947525,2597.038802
24,0.750000,5,0.800000,1.000000,0.996660,0.309660,697.077366,177.029748,1910.919521
24,0.750000,5,0.800000,1.300000,0.998910,0.089570,697.095367,185.784140,1927.685525
24,0.750000,5,0.800000,1.500000,0.999490,0.039410,685.647928,181.135287,1896.029813
24,0.750000,5,0.800000,2.000000,0.999890,0.005080,728.260654,206.275525,1925.821407
24,0.750000,5,0.800000,2.500000,0.999970,0.000730,768.923903,217.112088,1784.603037
24,0.750000,5,0.900000,1.000000,0.997600,0.313160,638.778208,175.983630,1545.089547
24,0.750000,5,0.900000,1.300000,0.999160,0.090030,635.750136,174.228369,1559.639073
24,0.750000,5,0.900000,1.500000,0.999490,0.039410,646.156654,178.526503,1560.294856
24,0.750000,5,0.900000,2.000000,0.999910,0.005550,609.914117,165.320522,1575.614763
24,0.750000,5,0.900000,2.500000,0.999980,0.000760,604.418287,133.817818,1059.496266
24,0.750000,5,0.950000,1.000000,0.997340,0.315120,610.049044,169.601219,1092.957507
24,0.750000,5,0.950000,1.300000,0.999230,0.090070,598.274447,173.417715,1065.986790
24,0.750000,5,0.950000,1.500000,0.999710,0.040160,610.035489,176.600221,1077.792440
24,0.750000,5,0.950000,2.000000,0.999930,0.005210,625.044631,175.192052,1025.410303
24,0.750000,5,0.950000,2.500000,0.999990,0.000870,523.696120,168.480176,1016.233794
24,0.750000,5,0.990000,1.000000,0.997740,0.313600,592.473968,168.802492,1016.306815
24,0.750000,5,0.990000,1.300000,0.999100,0.089490,595.358822,170.596182,1013.816725
24,0.750000,5,0.990000,1.500000,0.999590,0.040160,594.633984,165.341120,1018.962162
24,0.750000,5,0.990000,2.000000,0.999920,0.005400,595.129372,183.785995,1015.488060
24,0.750000,5,0.990000,2.500000,0.999990,0.000830,662.778965,151.067765,1003.171687
24,0.750000,5,0.995000,1.000000,0.998160,0.314040,588.075610,169.647335,1008.039761
24,0.750000,5,0.995000,1.300000,0.999340,0.090400,589.811786,168.739170,1010.639392
24,0.750000,5,0.995000,1.500000,0.999580,0.039630,586.656447,173.906288,1010.238359
24,0.750000,5,0.995000,2.000000,0.999940,0.005270,603.596596,187.861993,992.750909
24,0.750000,5,0.995000,2.500000,0.999990,0.000760,506.817030,245.892914,1019.268729
24,0.750000,10,0.500000,1.000000,0.989360,0.302920,1938.964557,302.045720,7885.441685
24,0.750000,10,0.500000,1.300000,0.996790,0.088150,1931.886557,296.529823,7577.863928
24,0.750000,10,0.500000,1.500000,0.998510,0.038430,1919.918491,291.000700,8055.994851
24,0.750000,10,0.500000,2.000000,0.999670,0.005100,2037.085397,311.489021,7861.097048
24,0.750000,10,0.500000,2.500000,0.999970,0.000800,1961.008149,340.013062,6934.023929
24,0.750000,10,0.700000,1.000000,0.994090,0.307390,1423.139685,253.020121,4941.867722
24,0.750000,10,0.700000,1.300000,0.998050,0.089070,1424.747021,248.082393,4879.445453
24,0.750000,10,0.700000,1.500000,0.998970,0.039150,1432.750839,251.793501,5035.364323
24,0.750000,10,0.700000,2.000000,0.999850,0.005580,1373.644610,280.856534,5103.895855
24,0.750000,10,0.700000,2.500000,0.999990,0.000670,1455.930968,232.671202,4266.212724
24,0.750000,10,0.800000,1.000000,0.995600,0.308710,1278.901612,243.388414,3695.011667
24,0.750000,10,0.800000,1.300000,0.998600,0.089620,1253.921663,230.472357,3716.848893
24,0.750000,10,0.800000,1.500000,0.999170,0.039900,1247.536494,218.348170,3679.004014
24,0.750000,10,0.800000,2.000000,0.999920,0.005250,1172.397309,217.453020,3655.111938
24,0.750000,10,0.800000,2.500000,0.999980,0.000740,1160.948406,242.809176,3554.052229
24,0.750000,10,0.900000,1.000000,0.996690,0.312570,1149.482557,225.035572,2980.807469
24,0.750000,10,0.900000,1.300000,0.998920,0.088810,1144.523276,229.533693,2934.484170
24,0.750000,10,0.900000,1.500000,0.999570,0.040370,1156.761333,248.981801,3087.749146
24,0.750000,10,0.900000,2.000000,0.999870,0.005430,1218.161417,254.909118,2860.612963
24,0.750000,10,0.900000,2.500000,0.999980,0.000750,1208.160627,170.827573,2177.307286
24,0.750000,10,0.950000,1.000000,0.997400,0.310350,1090.622733,220.404156,1991.911768
24,0.750000,10,0.950000,1.300000,0.999060,0.090860,1088.578674,215.110409,1993.658789
24,0.750000,10,0.950000,1.500000,0.999470,0.041240,1097.937603,212.709528,1996.362681
24,0.750000,10,0.950000,2.000000,0.999930,0.005380,1110.988379,212.382432,1988.006059
24,0.750000,10,0.950000,2.500000,0.999990,0.000800,1207.210074,233.116607,1995.218033
24,0.750000,10,0.990000,1.000000,0.997630,0.312630,1055.108388,218.059033,1896.750400
24,0.750000,10,0.990000,1.300000,0.999210,0.089740,1067.147511,214.502816,1900.005618
24,0.750000,10,0.990000,1.500000,0.999550,0.038790,1073.089147,221.038011,1899.542407
24,0.750000,10,0.990000,2.000000,0.999900,0.005140,1059.331753,248.214231,1896.846464
24,0.750000,10,0.990000,2.500000,0.999970,0.000700,1073.842548,222.274251,1939.566745
24,0.750000,10,0.995000,1.000000,0.997860,0.310370,1056.874756,217.521795,1889.635349
24,0.750000,10,0.995000,1.300000,0.999150,0.089860,1048.634128,218.547330,1890.263904
24,0.750000,10,0.995000,1.500000,0.999470,0.039610,1039.455232,226.004331,1891.140860
24,0.750000,10,0.995000,2.000000,0.999950,0.005400,1045.756921,233.500325,1828.770311
24,0.750000,10,0.995000,2.500000,0.999990,0.000770,928.002734,194.794789,1844.163743
24,0.800000,1,0.500000,1.000000,0.999320,0.238580,320.706847,129.067447,931.608922
24,0.800000,1,0.500000,1.300000,0.999780,0.064510,310.940638,129.398701,921.310012
24,0.800000,1,0.500000,1.500000,0.999900,0.027420,311.815199,129.313335,902.669248
24,0.800000,1,0.500000,2.000000,1.000000,0.003620,317.038892,141.344169,967.174360
24,0.800000,1,0.500000,2.500000,1.000000,0.000410,420.889663,145.849854,779.433099
24,0.800000,1,0.700000,1.000000,0.999680,0.237680,256.639813,118.741499,612.709258
24,0.800000,1,0.700000,1.300000,0.999890,0.064980,256.104605,120.880905,614.066620
24,0.800000,1,0.700000,1.500000,0.999950,0.026390,257.666410,119.830117,619.839112
24,0.800000,1,0.700000,2.000000,1.000000,0.003130,269.640102,112.303869,651.727113
24,0.800000,1,0.700000,2.500000,1.000000,0.000330,259.336230,117.626689,556.284635
24,0.800000,1,0.800000,1.000000,0.999870,0.241290,240.809398,115.658283,495.138500
24,0.800000,1,0.800000,1.300000,0.999960,0.065690,239.827931,116.461677,489.568527
24,0.800000,1,0.800000,1.500000,0.999980,0.028070,240.084340,117.520187,487.860284
24,0.800000,1,0.800000,2.000000,1.000000,0.003210,238.856656,126.892473,483.737187
24,0.800000,1,0.800000,2.500000,1.000000,0.000420,233.533120,124.914114,473.312448
24,0.800000,1,0.900000,1.000000,0.999930,0.238730,225.318113,111.079749,411.287949
24,0.800000,1,0.900000,1.300000,0.999950,0.064490,228.592928,111.492272,412.860785
24,0.800000,1,0.900000,1.500000,0.999990,0.027790,226.195836,115.156375,413.276707
24,0.800000,1,0.900000,2.000000,1.000000,0.003560,229.780461,113.128804,386.957214
24,0.800000,1,0.900000,2.500000,1.000000,0.000530,226.070974,112.822305,353.728685
24,0.800000,1,0.950000,1.000000,0.999910,0.240690,220.352533,111.980898,345.350841
24,0.800000,1,0.950000,1.300000,0.999960,0.063770,224.002024,112.676240,346.556519
24,0.800000,1,0.950000,1.500000,0.999990,0.027960,220.854833,115.232669,340.602816
24,0.800000,1,0.950000,2.000000,1.000000,0.003410,221.859765,109.784514,341.024899
24,0.800000,1,0.950000,2.500000,1.000000,0.000350,239.491491,127.308464,340.696462
24,0.800000,1,0.990000,1.000000,0.999970,0.238330,217.396869,110.390941,325.119533
24,0.800000,1,0.990000,1.300000,0.999980,0.065820,217.788591,111.686985,323.410062
24,0.800000,1,0.990000,1.500000,0.999990,0.026540,214.550008,108.129899,326.820293
24,0.800000,1,0.990000,2.000000,1.000000,0.003330,216.143184,116.827082,319.205745
24,0.800000,1,0.990000,2.500000,1.000000,0.000450,214.604289,142.849487,330.440715
24,0.800000,1,0.995000,1.000000,0.999970,0.236750,215.688841,109.736827,323.600945
24,0.800000,1,0.995000,1.300000,0.999980,0.063410,216.600724,112.786636,323.826574
24,0.800000,1,0.995000,1.500000,1.000000,0.028270,218.739911,112.845296,320.551818
24,0.800000,1,0.995000,2.000000,1.000000,0.003230,228.568782,112.114706,334.508008
24,0.800000,1,0.995000,2.500000,1.000000,0.000370,215.576836,108.974715,335.287233
24,0.800000,2,0.500000,1.000000,0.998240,0.239600,502.209289,156.222830,1748.363098
24,0.800000,2,0.500000,1.300000,0.999390,0.063530,510.320426,156.352328,1727.866218
24,0.800000,2,0.500000,1.500000,0.999710,0.027450,521.329355,159.001643,1684.494615
24,0.800000,2,0.500000,2.000000,0.999960,0.003260,527.674106,152.527565,1666.141809
24,0.800000,2,0.500000,2.500000,1.000000,0.000310,530.824102,223.985698,1216.542827
24,0.800000,2,0.700000,1.000000,0.999030,0.237790,387.239477,141.957275,1103.752199
24,0.800000,2,0.700000,1.300000,0.999640,0.063680,384.545635,148.388371,1095.199381
24,0.800000,2,0.700000,1.500000,0.999900,0.026540,393.003497,144.306698,1090.220558
24,0.800000,2,0.700000,2.000000,0.999940,0.003280,392.927249,157.201878,1177.525955
24,0.800000,2,0.700000,2.500000,0.999990,0.000450,345.704927,143.843478,1014.844958
24,0.800000,2,0.800000,1.000000,0.999250,0.237270,354.792907,137.310659,841.614348
24,0.800000,2,0.800000,1.300000,0.999720,0.063100,351.122953,137.270209,840.801710
24,0.800000,2,0.800000,1.500000,0.999930,0.026310,353.380438,135.674611,868.027498
24,0.800000,2,0.800000,2.000000,0.999980,0.003500,362.579604,142.274991,869.644916
24,0.800000,2,0.800000,2.500000,0.999990,0.000480,352.080718,172.418367,834.316666
24,0.800000,2,0.900000,1.000000,0.999390,0.238860,328.767452,133.224587,704.659482
24,0.800000,2,0.900000,1.300000,0.999740,0.063990,326.862915,134.380459,712.291870
24,0.800000,2,0.900000,1.500000,0.999910,0.027010,327.438726,132.973825,723.589655
24,0.800000,2,0.900000,2.000000,0.999960,0.002840,320.486759,123.278325,717.203307
24,0.800000,2,0.900000,2.500000,1.000000,0.000310,351.287994,94.335273,744.630762
24,0.800000,2,0.950000,1.000000,0.999230,0.241800,317.984207,130.788470,532.512193
24,0.800000,2,0.950000,1.300000,0.999780,0.064580,320.068652,134.281101,522.705462
24,0.800000,2,0.950000,1.500000,0.999910,0.027020,320.436656,136.157374,521.097665
24,0.800000,2,0.950000,2.000000,1.000000,0.003340,316.156778,135.429729,513.006544
24,0.800000,2,0.950000,2.500000,1.000000,0.000390,292.549794,148.989957,478.492973
24,0.800000,2,0.990000,1.000000,0.999510,0.239720,307.463951,129.299910,494.036174
24,0.800000,2,0.990000,1.300000,0.999740,0.064330,311.831726,133.340768,490.563748
24,0.800000,2,0.990000,1.500000,0.999930,0.027830,311.936954,127.785401,491.849109
24,0.800000,2,0.990000,2.000000,1.000000,0.003320,313.455259,140.245341,494.000544
24,0.800000,2,0.990000,2.500000,0.999990,0.000530,299.028853,129.396868,498.235106
24,0.800000,2,0.995000,1.000000,0.999410,0.238140,309.633363,128.356541,491.328701
24,0.800000,2,0.995000,1.300000,0.999870,0.064370,309.463434,132.400810,488.805887
24,0.800000,2,0.995000,1.500000,0.999970,0.028200,308.832748,131.215887,494.716051
24,0.800000,2,0.995000,2.000000,0.999960,0.003370,318.080498,137.498512,485.996689
24,0.800000,2,0.995000,2.500000,1.000000,0.000440,327.155611,183.942960,517.902050
24,0.800000,5,0.500000,1.000000,0.995490,0.237060,1040.442997,215.944391,4148.886699
24,0.800000,5,0.500000,1.300000,0.998780,0.062970,1059.632500,212.243617,4287.440581
24,0.800000,5,0.500000,1.500000,0.999310,0.026380,1043.015537,219.645166,4016.813694
24,0.800000,5,0.500000,2.000000,0.999940,0.002860,964.103403,196.744378,4417.917782
24,0.800000,5,0.500000,2.500000,0.999980,0.000380,670.382041,183.816317,2540.546808
24,0.800000,5,0.700000,1.000000,0.996940,0.237180,790.441945,191.866178,2540.178663
24,0.800000,5,0.700000,1.300000,0.999060,0.062590,784.400146,191.281805,2484.117413
24,0.800000,5,0.700000,1.500000,0.999590,0.027090,776.670337,189.355567,2582.399456
24,0.800000,5,0.700000,2.000000,0.999950,0.003190,752.909858,195.548385,2279.552584
24,0.800000,5,0.700000,2.500000,0.999990,0.000290,768.868072,308.411971,1895.484803
24,0.800000,5,0.800000,1.000000,0.997710,0.234830,696.408184,182.613239,1906.229344
24,0.800000,5,0.800000,1.300000,0.999160,0.062550,692.241571,176.282237,1873.652491
24,0.800000,5,0.800000,1.500000,0.999700,0.026970,698.674505,173.947267,1880.518316
24,0.800000,5,0.800000,2.000000,0.999920,0.003160,755.595739,174.947805,1705.913594
24,0.800000,5,0.800000,2.500000,0.999990,0.000530,772.302988,277.185651,1905.856724
24,0.800000,5,0.900000,1.000000,0.998200,0.236210,635.928250,175.370087,1546.344119
24,0.800000,5,0.900000,1.300000,0.999120,0.063420,639.492585,180.240581,1583.473061
24,0.800000,5,0.900000,1.500000,0.999620,0.026760,655.048839,174.149565,1611.642673
24,0.800000,5,0.900000,2.000000,0.999930,0.003440,602.005795,163.087402,1221.124417
24,0.800000,5,0.900000,2.500000,1.000000,0.000490,782.672170,356.114028,1364.980955
24,0.800000,5,0.950000,1.000000,0.998140,0.239630,609.210884,171.845328,1091.987885
24,0.800000,5,0.950000,1.300000,0.999370,0.062870,605.436550,172.648421,1090.690678
24,0.800000,5,0.950000,1.500000,0.999670,0.027460,601.378321,169.363513,1083.341229
24,0.800000,5,0.950000,2.000000,0.999930,0.003290,623.160446,178.405740,1049.773445
24,0.800000,5,0.950000,2.500000,0.999990,0.000380,560.345979,163.866466,1031.474883
24,0.800000,5,0.990000,1.000000,0.998400,0.234000,590.369338,168.100552,1016.105375
24,0.800000,5,0.990000,1.300000,0.999340,0.062350,591.663473,172.884546,1014.442426
24,0.800000,5,0.990000,1.500000,0.999810,0.025650,613.494095,170.971950,1015.601067
24,0.800000,5,0.990000,2.000000,0.999980,0.003120,641.442501,169.475386,1005.114498
24,0.800000,5,0.990000,2.500000,1.000000,0.000370,491.707976,183.410473,933.496738
24,0.800000,5,0.995000,1.000000,0.998140,0.240060,589.704469,166.447091,1009.645032
24,0.800000,5,0.995000,1.300000,0.999320,0.064040,586.642171,173.639729,1008.235696
24,0.800000,5,0.995000,1.500000,0.999750,0.026820,590.506331,173.733840,1003.085550
24,0.800000,5,0.995000,2.000000,0.999950,0.002980,600.684512,157.804687,1006.440864
24,0.800000,5,0.995000,2.500000,1.000000,0.000330,529.311784,164.490643,951.916533
24,0.800000,10,0.500000,1.000000,0.992450,0.230230,1919.203440,296.648983,8075.093618
24,0.800000,10,0.500000,1.300000,0.997450,0.061310,1923.106537,297.691632,7535.458707
24,0.800000,10,0.500000,1.500000,0.998740,0.025380,1907.277221,320.767035,7803.860274
24,0.800000,10,0.500000,2.000000,0.999840,0.003110,2029.263394,358.126637,8292.968316
24,0.800000,10,0.500000,2.500000,0.999930,0.000410,2252.969868,532.991875,8213.863128
24,0.800000,10,0.700000,1.000000,0.995870,0.232940,1416.676873,251.050175,4900.448956
24,0.800000,10,0.700000,1.300000,0.998460,0.062270,1457.641420,258.426036,4958.341707
24,0.800000,10,0.700000,1.500000,0.999470,0.026880,1419.814986,238.512329,4985.530755
24,0.800000,10,0.700000,2.000000,0.999890,0.003190,1423.619515,283.353984,4855.859460
24,0.800000,10,0.700000,2.500000,0.999980,0.000340,1468.782454,421.824353,4105.400117
24,0.800000,10,0.800000,1.000000,0.996940,0.236800,1263.453411,235.455758,3670.916772
24,0.800000,10,0.800000,1.300000,0.998970,0.064190,1296.267513,238.294232,3693.229260
24,0.800000,10,0.800000,1.500000,0.999480,0.026440,1242.606590,252.394925,3662.026575
24,0.800000,10,0.800000,2.000000,0.999900,0.003230,1239.305075,256.599713,3745.896186
24,0.800000,10,0.800000,2.500000,0.999990,0.000230,1290.632810,200.035130,4496.911190
24,0.800000,10,0.900000,1.000000,0.997540,0.234710,1155.545521,228.343346,2971.386928
24,0.800000,10,0.900000,1.300000,0.999180,0.064450,1160.382965,231.310968,2945.715362
24,0.800000,10,0.900000,1.500000,0.999540,0.026790,1157.094294,224.466507,2919.143255
24,0.800000,10,0.900000,2.000000,0.999950,0.003010,1277.814032,208.721806,2768.567528
24,0.800000,10,0.900000,2.500000,0.999970,0.000400,1082.048034,185.437572,2511.864480
24,0.800000,10,0.950000,1.000000,0.998130,0.234870,1098.002312,224.221042,2019.333837
24,0.800000,10,0.950000,1.300000,0.999400,0.065000,1083.095799,221.173325,1975.080666
24,0.800000,10,0.950000,1.500000,0.999750,0.027870,1100.646171,231.833288,2005.562145
24,0.800000,10,0.950000,2.000000,0.999930,0.003270,1048.439940,234.492833,1935.981870
24,0.800000,10,0.950000,2.500000,0.999980,0.000400,1223.570143,278.301652,1986.848282
24,0.800000,10,0.990000,1.000000,0.998530,0.234460,1054.118837,217.058885,1900.219545
24,0.800000,10,0.990000,1.300000,0.999400,0.061460,1074.515093,212.295541,1904.406666
24,0.800000,10,0.990000,1.500000,0.999700,0.027550,1064.057850,233.649084,1904.431913
24,0.800000,10,0.990000,2.000000,0.999970,0.003230,1071.767007,210.451390,1879.299351
24,0.800000,10,0.990000,2.500000,0.999990,0.000400,1023.443171,242.641109,1768.251470
24,0.800000,10,0.995000,1.000000,0.998030,0.238140,1052.314956,214.153860,1893.025844
24,0.800000,10,0.995000,1.300000,0.999450,0.064030,1062.208803,210.550869,1895.735667
24,0.800000,10,0.995000,1.500000,0.999670,0.026740,1032.228501,213.139619,1888.929746
24,0.800000,10,0.995000,2.000000,0.999990,0.003340,1086.807403,246.576761,1918.476008
24,0.800000,10,0.995000,2.500000,0.999980,0.000510,1164.436901,265.436720,1942.441073
24,0.850000,1,0.500000,1.000000,0.999420,0.185970,319.003593,128.296481,934.573914
24,0.850000,1,0.500000,1.300000,0.999850,0.046450,323.304035,129.674888,942.275293
24,0.850000,1,0.500000,1.500000,0.999940,0.018690,313.295230,124.844631,908.323429
24,0.850000,1,0.500000,2.000000,1.000000,0.002060,332.550664,146.423973,945.694697
24,0.850000,1,0.500000,2.500000,1.000000,0.000140,338.403324,107.922988,794.912959
24,0.850000,1,0.700000,1.000000,0.999840,0.183860,257.645277,119.013680,620.080077
24,0.850000,1,0.700000,1.300000,0.999940,0.047800,257.052247,123.364324,618.579347
24,0.850000,1,0.700000,1.500000,0.999960,0.018650,258.973501,121.016401,613.926483
24,0.850000,1,0.700000,2.000000,1.000000,0.002180,248.561841,121.130233,585.618029
24,0.850000,1,0.700000,2.500000,1.000000,0.000160,263.854869,136.082807,584.691324
24,0.850000,1,0.800000,1.000000,0.999840,0.187480,237.921871,116.012767,493.017805
24,0.850000,1,0.800000,1.300000,0.999980,0.047410,240.088285,116.607696,491.230701
24,0.850000,1,0.800000,1.500000,0.999970,0.018800,237.319447,115.589787,491.893645
24,0.850000,1,0.800000,2.000000,1.000000,0.001940,240.442580,124.389880,477.368445
24,0.850000,1,0.800000,2.500000,1.000000,0.000210,252.330769,128.905024,322.496445
24,0.850000,1,0.900000,1.000000,0.999910,0.187410,225.458215,113.742570,405.936269
24,0.850000,1,0.900000,1.300000,0.999980,0.046550,224.467499,116.333058,407.872747
24,0.850000,1,0.900000,1.500000,1.000000,0.019240,225.514548,118.338084,399.804514
24,0.850000,1,0.900000,2.000000,1.000000,0.002290,227.771230,120.196654,400.873033
24,0.850000,1,0.900000,2.500000,1.000000,0.000310,226.359210,115.419432,398.720419
24,0.850000,1,0.950000,1.000000,0.999950,0.187940,219.181424,110.515075,344.700249
24,0.850000,1,0.950000,1.300000,0.999990,0.046990,220.138808,112.968166,347.718089
24,0.850000,1,0.950000,1.500000,0.999990,0.018950,218.825474,115.027087,348.803965
24,0.850000,1,0.950000,2.000000,0.999990,0.002040,225.413550,112.555180,352.946573
24,0.850000,1,0.950000,2.500000,1.000000,0.000220,206.772076,141.885757,317.212495
24,0.850000,1,0.990000,1.000000,0.999970,0.184750,217.010331,110.549164,326.268140
24,0.850000,1,0.990000,1.300000,0.999980,0.046610,217.217643,111.406818,326.785539
24,0.850000,1,0.990000,1.500000,1.000000,0.018570,220.699597,113.973585,330.003664
24,0.850000,1,0.990000,2.000000,1.000000,0.002160,224.281694,118.958889,337.637886
24,0.850000,1,0.990000,2.500000,1.000000,0.000160,223.070072,118.093265,312.227544
24,0.850000,1,0.995000,1.000000,0.999970,0.184790,215.998675,109.779984,323.879434
24,0.850000,1,0.995000,1.300000,1.000000,0.046150,217.968312,113.583301,325.929529
24,0.850000,1,0.995000,1.500000,0.999980,0.018290,215.625633,114.710013,326.024165
24,0.850000,1,0.995000,2.000000,1.000000,0.001920,211.819952,111.741529,324.447109
24,0.850000,1,0.995000,2.500000,1.000000,0.000230,203.072306,113.339573,303.992286
24,0.850000,2,0.500000,1.000000,0.998670,0.185490,498.904359,156.412395,1704.181358
24,0.850000,2,0.500000,1.300000,0.999560,0.046340,492.951755,159.761467,1701.375333
