N,eta_j,cadence,p_det,beta,P_sys,mean_repairs,median_MTTR,p05_MTTR,p95_MTTR
18,0.880000,1,0.990000,1.300000,1.000000,0.029440,219.502399,111.683082,328.375157
18,0.880000,1,0.990000,1.500000,1.000000,0.011180,216.534965,115.070925,325.158559
18,0.880000,1,0.990000,2.000000,1.000000,0.001180,228.012941,110.530750,333.624694
18,0.880000,1,0.990000,2.500000,1.000000,0.000080,224.601003,168.986819,384.279717
18,0.880000,1,0.995000,1.000000,0.999990,0.117980,216.123968,109.234438,322.142611
18,0.880000,1,0.995000,1.300000,1.000000,0.028660,213.208017,108.049020,318.981237
18,0.880000,1,0.995000,1.500000,1.000000,0.011900,215.753147,117.885472,326.224278
18,0.880000,1,0.995000,2.000000,1.000000,0.001000,226.311558,121.037515,339.151710
18,0.880000,1,0.995000,2.500000,1.000000,0.000140,211.734839,161.952904,251.958790
18,0.880000,2,0.500000,1.000000,0.999170,0.116410,497.836139,156.995060,1768.545284
18,0.880000,2,0.500000,1.300000,0.999850,0.027920,490.207037,154.231413,1694.232141
18,0.880000,2,0.500000,1.500000,0.999800,0.010550,522.362728,162.747930,1724.275032
18,0.880000,2,0.500000,2.000000,0.999990,0.000970,411.368671,152.875673,1591.043534
18,0.880000,2,0.500000,2.500000,0.999990,0.000110,582.855607,175.726482,1282.229540
18,0.880000,2,0.700000,1.000000,0.999470,0.118090,387.768152,145.703358,1100.858400
18,0.880000,2,0.700000,1.300000,0.999800,0.028230,377.117518,141.042911,1102.749442
18,0.880000,2,0.700000,1.500000,0.999920,0.011220,399.721708,152.434487,1142.053643
18,0.880000,2,0.700000,2.000000,0.999990,0.001260,378.764934,144.326091,1168.497246
18,0.880000,2,0.700000,2.500000,1.000000,0.000060,315.014524,126.433776,464.516296
18,0.880000,2,0.800000,1.000000,0.999590,0.118330,353.479154,139.037706,854.647366
18,0.880000,2,0.800000,1.300000,0.999900,0.028230,351.980902,143.645653,842.015348
18,0.880000,2,0.800000,1.500000,0.999960,0.010800,359.925813,138.354488,844.494484
18,0.880000,2,0.800000,2.000000,1.000000,0.001050,330.333113,109.203522,799.004394
18,0.880000,2,0.800000,2.500000,1.000000,0.000050,448.622735,148.546265,491.350027
18,0.880000,2,0.900000,1.000000,0.999680,0.116860,326.743572,131.739534,704.232704
18,0.880000,2,0.900000,1.300000,0.999880,0.027460,335.259095,139.475318,701.220109
18,0.880000,2,0.900000,1.500000,0.999910,0.011290,332.891042,136.752531,722.767519
18,0.880000,2,0.900000,2.000000,1.000000,0.000900,355.339453,132.957981,784.255524
18,0.880000,2,0.900000,2.500000,1.000000,0.000090,324.656066,177.664055,403.507660
18,0.880000,2,0.950000,1.000000,0.999700,0.118170,316.261328,131.058513,526.604333
18,0.880000,2,0.950000,1.300000,0.999920,0.028530,316.541017,131.170177,541.695841
18,0.880000,2,0.950000,1.500000,0.999950,0.011310,313.272685,140.365525,538.139875
18,0.880000,2,0.950000,2.000000,1.000000,0.000950,339.002300,157.364864,544.450192
18,0.880000,2,0.950000,2.500000,1.000000,0.000170,307.158807,120.493690,632.322616
18,0.880000,2,0.990000,1.000000,0.999730,0.118030,308.913478,132.497184,494.270184
18,0.880000,2,0.990000,1.300000,0.999960,0.028700,310.362690,134.985148,493.872923
18,0.880000,2,0.990000,1.500000,0.999970,0.011430,305.280583,130.753331,490.131726
18,0.880000,2,0.990000,2.000000,1.000000,0.001190,299.356655,168.443175,465.385554
18,0.880000,2,0.990000,2.500000,1.000000,0.000180,318.882127,141.501463,442.220443
18,0.880000,2,0.995000,1.000000,0.999720,0.120330,308.193344,129.987488,490.016164
18,0.880000,2,0.995000,1.300000,0.999920,0.027130,313.067285,136.945074,490.807752
18,0.880000,2,0.995000,1.500000,0.999960,0.010960,310.030067,126.524033,489.150263
18,0.880000,2,0.995000,2.000000,0.999990,0.001200,321.351168,139.676208,486.758997
18,0.880000,2,0.995000,2.500000,0.999990,0.000120,347.114712,182.606640,455.556885
18,0.880000,5,0.500000,1.000000,0.997560,0.117020,1042.296393,210.896414,4183.932056
18,0.880000,5,0.500000,1.300000,0.999330,0.027600,1053.614730,212.038007,4052.622511
18,0.880000,5,0.500000,1.500000,0.999680,0.010890,1028.254418,200.504069,4183.526055
18,0.880000,5,0.500000,2.000000,0.999940,0.001000,1022.258527,187.366986,4163.694857
18,0.880000,5,0.500000,2.500000,0.999990,0.000080,910.768990,497.472593,3579.624429
18,0.880000,5,0.700000,1.000000,0.998760,0.118370,780.940695,191.127917,2520.918586
18,0.880000,5,0.700000,1.300000,0.999460,0.027660,782.491553,187.473464,2507.179351
18,0.880000,5,0.700000,1.500000,0.999780,0.011330,765.429681,186.122807,2454.619962
18,0.880000,5,0.700000,2.000000,0.999970,0.000920,759.845113,174.188016,2628.369808
18,0.880000,5,0.700000,2.500000,1.000000,0.000140,706.060722,195.785838,2889.107816
18,0.880000,5,0.800000,1.000000,0.998750,0.118590,703.747699,179.276329,1907.452238
18,0.880000,5,0.800000,1.300000,0.999690,0.028360,697.305877,178.791934,1871.238984
18,0.880000,5,0.800000,1.500000,0.999870,0.011040,728.342419,194.484119,1879.911584
18,0.880000,5,0.800000,2.000000,1.000000,0.001240,708.579344,157.876357,1977.471616
18,0.880000,5,0.800000,2.500000,1.000000,0.000110,710.489386,323.686146,1349.168971
18,0.880000,5,0.900000,1.000000,0.998990,0.116170,632.434818,173.835337,1526.421177
18,0.880000,5,0.900000,1.300000,0.999700,0.027240,636.088068,172.723738,1589.136641
18,0.880000,5,0.900000,1.500000,0.999890,0.010420,636.072704,168.379203,1558.715424
18,0.880000,5,0.900000,2.000000,1.000000,0.001250,549.232445,194.276461,1511.425283
18,0.880000,5,0.900000,2.500000,1.000000,0.000060,339.879393,183.425048,1654.430929
18,0.880000,5,0.950000,1.000000,0.999060,0.118030,613.280180,169.003852,1136.659307
18,0.880000,5,0.950000,1.300000,0.999830,0.028470,609.663022,168.840003,1082.276787
18,0.880000,5,0.950000,1.500000,0.999770,0.011070,614.563610,183.910671,1086.933048
18,0.880000,5,0.950000,2.000000,0.999980,0.001110,618.087693,180.418023,1037.892814
18,0.880000,5,0.950000,2.500000,1.000000,0.000090,347.903557,200.083392,986.537196
18,0.880000,5,0.990000,1.000000,0.999140,0.116430,595.725587,170.297179,1015.964527
18,0.880000,5,0.990000,1.300000,0.999790,0.028240,585.795289,168.138327,1017.580471
18,0.880000,5,0.990000,1.500000,0.999840,0.010930,573.839384,171.456384,1012.404971
18,0.880000,5,0.990000,2.000000,0.999980,0.001210,611.013714,148.916319,956.408239
18,0.880000,5,0.990000,2.500000,0.999990,0.000080,640.395021,257.446577,1608.265826
18,0.880000,5,0.995000,1.000000,0.999280,0.118370,587.071218,166.948998,1006.139525
18,0.880000,5,0.995000,1.300000,0.999790,0.028330,576.146196,169.587923,1009.703888
18,0.880000,5,0.995000,1.500000,0.999900,0.011640,603.700972,167.497048,1012.020174
18,0.880000,5,0.995000,2.000000,1.000000,0.000890,620.995678,208.465549,1024.131482
18,0.880000,5,0.995000,2.500000,1.000000,0.000160,573.523138,138.095481,1006.503832
18,0.880000,10,0.500000,1.000000,0.996470,0.112200,1921.692823,302.276391,7917.308104
18,0.880000,10,0.500000,1.300000,0.999090,0.027830,1963.696470,309.928739,8003.962219
18,0.880000,10,0.500000,1.500000,0.999430,0.010560,1938.238110,311.080315,7808.041065
18,0.880000,10,0.500000,2.000000,0.999890,0.001170,2140.335314,322.893843,9050.277013
18,0.880000,10,0.500000,2.500000,0.999990,0.000090,1541.256729,1003.511192,3686.834716
18,0.880000,10,0.700000,1.000000,0.997800,0.114100,1428.179275,253.505074,4916.801852
18,0.880000,10,0.700000,1.300000,0.999460,0.028200,1396.554369,249.100337,4996.593045
18,0.880000,10,0.700000,1.500000,0.999700,0.010440,1393.873490,265.631074,4676.743402
18,0.880000,10,0.700000,2.000000,0.999980,0.001100,1459.824627,325.672196,5666.005633
18,0.880000,10,0.700000,2.500000,0.999990,0.000150,1417.127445,456.712563,5328.947494
18,0.880000,10,0.800000,1.000000,0.998260,0.119100,1267.295773,246.377057,3664.374840
18,0.880000,10,0.800000,1.300000,0.999630,0.027820,1250.197386,223.303262,3627.560846
18,0.880000,10,0.800000,1.500000,0.999760,0.011750,1247.682502,250.013293,3722.406019
18,0.880000,10,0.800000,2.000000,0.999980,0.001170,1330.626243,390.246890,3612.064751
18,0.880000,10,0.800000,2.500000,1.000000,0.000100,963.460579,426.810898,3289.107216
18,0.880000,10,0.900000,1.000000,0.998970,0.118230,1147.622688,224.315968,3009.414322
18,0.880000,10,0.900000,1.300000,0.999640,0.027100,1118.031199,221.689455,2851.208821
18,0.880000,10,0.900000,1.500000,0.999870,0.010710,1156.254567,223.803684,3007.495017
18,0.880000,10,0.900000,2.000000,0.999980,0.001230,1235.288035,219.113124,3000.764386
18,0.880000,10,0.900000,2.500000,1.000000,0.000100,744.687038,343.524544,3500.642293
18,0.880000,10,0.950000,1.000000,0.999050,0.119390,1086.298999,212.045331,1999.099454
18,0.880000,10,0.950000,1.300000,0.999600,0.027550,1108.508054,214.438685,1966.482257
18,0.880000,10,0.950000,1.500000,0.999840,0.011600,1112.473831,239.639844,2206.563574
18,0.880000,10,0.950000,2.000000,0.999980,0.001000,1193.494556,211.850889,2324.741921
18,0.880000,10,0.950000,2.500000,1.000000,0.000150,1262.788025,349.649643,1936.252247
18,0.880000,10,0.990000,1.000000,0.999170,0.118650,1061.111657,216.829205,1896.408998
18,0.880000,10,0.990000,1.300000,0.999700,0.028170,1060.863191,220.640799,1895.212362
18,0.880000,10,0.990000,1.500000,0.999880,0.011680,1021.126843,204.203341,1889.738053
18,0.880000,10,0.990000,2.000000,1.000000,0.001220,1204.971529,241.936436,1914.140226
18,0.880000,10,0.990000,2.500000,1.000000,0.000090,1107.819831,711.864230,1752.877604
18,0.880000,10,0.995000,1.000000,0.999170,0.115350,1042.356048,218.514293,1894.437451
18,0.880000,10,0.995000,1.300000,0.999770,0.027880,1016.029157,204.532255,1879.298225
18,0.880000,10,0.995000,1.500000,0.999840,0.011210,1013.871048,212.916169,1870.884726
18,0.880000,10,0.995000,2.000000,0.999980,0.001170,1167.430114,222.127790,1854.616554
18,0.880000,10,0.995000,2.500000,1.000000,0.000130,874.613601,294.893791,1775.735883
18,0.900000,1,0.500000,1.000000,0.999700,0.105870,313.888816,129.668860,924.359839
18,0.900000,1,0.500000,1.300000,0.999890,0.024260,324.512633,133.074938,955.329144
18,0.900000,1,0.500000,1.500000,0.999930,0.009520,316.253902,130.343897,923.849864
18,0.900000,1,0.500000,2.000000,1.000000,0.000970,307.353862,144.115362,980.910431
18,0.900000,1,0.500000,2.500000,1.000000,0.000040,259.355361,126.708558,562.089508
18,0.900000,1,0.700000,1.000000,0.999900,0.107090,254.164548,119.816926,600.594598
18,0.900000,1,0.700000,1.300000,0.999950,0.025590,257.203016,122.473948,618.335682
18,0.900000,1,0.700000,1.500000,1.000000,0.009860,257.609207,121.653560,592.757678
18,0.900000,1,0.700000,2.000000,1.000000,0.000810,261.692373,117.726336,522.204839
18,0.900000,1,0.700000,2.500000,1.000000,0.000060,300.573562,214.686053,434.081540
18,0.900000,1,0.800000,1.000000,0.999920,0.106480,240.361251,116.838865,496.229693
18,0.900000,1,0.800000,1.300000,1.000000,0.024490,239.023153,118.911805,491.925754
18,0.900000,1,0.800000,1.500000,0.999990,0.008990,238.360923,126.220096,484.107725
18,0.900000,1,0.800000,2.000000,0.999990,0.000790,246.895267,114.044868,476.790021
18,0.900000,1,0.800000,2.500000,1.000000,0.000080,208.616655,135.159278,317.740030
18,0.900000,1,0.900000,1.000000,0.999970,0.107020,224.905947,111.957551,409.534784
18,0.900000,1,0.900000,1.300000,0.999970,0.026290,231.044934,116.683835,414.692922
18,0.900000,1,0.900000,1.500000,1.000000,0.010150,229.578670,111.413052,420.879260
18,0.900000,1,0.900000,2.000000,1.000000,0.000900,222.755302,124.330656,333.485175
18,0.900000,1,0.900000,2.500000,1.000000,0.000040,205.842632,184.353430,290.299709
18,0.900000,1,0.950000,1.000000,0.999970,0.106570,219.202465,109.794201,343.641979
18,0.900000,1,0.950000,1.300000,0.999980,0.025240,222.974792,112.927990,349.221994
18,0.900000,1,0.950000,1.500000,1.000000,0.010000,222.767622,114.939349,342.825591
18,0.900000,1,0.950000,2.000000,1.000000,0.000730,224.456605,120.355794,427.909914
18,0.900000,1,0.950000,2.500000,1.000000,0.000120,203.078613,128.116319,308.193896
18,0.900000,1,0.990000,1.000000,0.999960,0.106970,216.614451,111.522458,324.447621
18,0.900000,1,0.990000,1.300000,1.000000,0.025670,218.264754,111.435131,325.594575
18,0.900000,1,0.990000,1.500000,0.999990,0.009530,218.084530,110.041623,322.307419
18,0.900000,1,0.990000,2.000000,1.000000,0.000910,229.236689,127.476731,318.458920
18,0.900000,1,0.990000,2.500000,1.000000,0.000110,200.721354,107.280060,252.723145
18,0.900000,1,0.995000,1.000000,0.999980,0.108160,215.697791,112.324542,321.709362
18,0.900000,1,0.995000,1.300000,0.999990,0.025300,215.110342,112.806188,321.854683
18,0.900000,1,0.995000,1.500000,1.000000,0.009460,217.987868,113.720011,326.411934
18,0.900000,1,0.995000,2.000000,1.000000,0.001030,234.069875,108.286721,319.952731
18,0.900000,1,0.995000,2.500000,1.000000,0.000060,168.646598,146.720407,257.569935
18,0.900000,2,0.500000,1.000000,0.999120,0.105420,489.041860,156.107550,1745.993436
18,0.900000,2,0.500000,1.300000,0.999830,0.024720,495.204448,154.171577,1775.034755
18,0.900000,2,0.500000,1.500000,0.999900,0.009740,539.107728,162.001455,1671.681839
18,0.900000,2,0.500000,2.000000,1.000000,0.000940,525.739839,188.102575,1697.369062
18,0.900000,2,0.500000,2.500000,1.000000,0.000100,362.927699,130.029574,926.926038
18,0.900000,2,0.700000,1.000000,0.999590,0.106930,381.292929,140.579074,1092.026466
18,0.900000,2,0.700000,1.300000,0.999890,0.025850,390.327703,137.115514,1083.417686
18,0.900000,2,0.700000,1.500000,0.999950,0.009510,389.096655,143.216549,1133.960832
18,0.900000,2,0.700000,2.000000,0.999990,0.000820,386.411952,149.630528,1182.644267
18,0.900000,2,0.700000,2.500000,1.000000,0.000100,335.223900,185.493646,675.233253
18,0.900000,2,0.800000,1.000000,0.999630,0.107330,353.040856,137.290451,843.491134
18,0.900000,2,0.800000,1.300000,0.999820,0.026080,353.734585,142.306480,850.229728
18,0.900000,2,0.800000,1.500000,0.999930,0.010180,363.227334,136.194665,881.321493
18,0.900000,2,0.800000,2.000000,0.999990,0.001030,346.389332,172.361569,918.433306
18,0.900000,2,0.800000,2.500000,1.000000,0.000090,282.250515,194.763349,487.235624
18,0.900000,2,0.900000,1.000000,0.999790,0.108070,328.943623,131.795778,704.837097
18,0.900000,2,0.900000,1.300000,0.999970,0.025150,324.816066,135.514342,708.622308
18,0.900000,2,0.900000,1.500000,0.999980,0.009870,333.623306,145.063104,730.563479
18,0.900000,2,0.900000,2.000000,1.000000,0.000910,314.348640,121.101391,689.208370
18,0.900000,2,0.900000,2.500000,1.000000,0.000100,340.945548,206.166422,730.347013
18,0.900000,2,0.950000,1.000000,0.999750,0.108010,319.583797,132.291382,539.072422
18,0.900000,2,0.950000,1.300000,0.999930,0.025090,326.322255,130.564006,530.035102
18,0.900000,2,0.950000,1.500000,0.999940,0.010110,312.276391,132.693431,525.583436
18,0.900000,2,0.950000,2.000000,0.999980,0.000840,343.778894,129.214127,530.855595
18,0.900000,2,0.950000,2.500000,1.000000,0.000130,270.855630,154.981986,448.545234
18,0.900000,2,0.990000,1.000000,0.999730,0.107740,310.913998,129.576501,492.127353
18,0.900000,2,0.990000,1.300000,0.999950,0.025230,313.419005,134.749757,498.576494
18,0.900000,2,0.990000,1.500000,0.999960,0.009590,312.476680,134.531042,494.765605
18,0.900000,2,0.990000,2.000000,1.000000,0.001100,324.644261,126.823513,496.715492
18,0.900000,2,0.990000,2.500000,1.000000,0.000090,297.286070,235.397887,381.070014
18,0.900000,2,0.995000,1.000000,0.999650,0.104740,308.866188,129.963807,490.017311
18,0.900000,2,0.995000,1.300000,0.999880,0.024840,310.944817,132.374997,493.741719
18,0.900000,2,0.995000,1.500000,0.999990,0.009390,314.721574,133.608316,489.213000
18,0.900000,2,0.995000,2.000000,0.999990,0.001090,281.131119,142.525421,470.554773
18,0.900000,2,0.995000,2.500000,1.000000,0.000100,229.264758,98.646394,416.741613
18,0.900000,5,0.500000,1.000000,0.997860,0.105260,1039.862256,218.767212,4054.274550
18,0.900000,5,0.500000,1.300000,0.999450,0.025100,1049.662504,210.741583,4190.072772
18,0.900000,5,0.500000,1.500000,0.999640,0.009150,995.707603,236.809879,4193.009429
18,0.900000,5,0.500000,2.000000,0.999940,0.000750,1347.244981,227.252737,3682.796829
